,year,full_addr,borough,units
0,2016,7402 17 AVENUE Brooklyn,Brooklyn,15
1,2016,6801 20 AVENUE Brooklyn,Brooklyn,8
2,2016,105 3 PLACE Brooklyn,Brooklyn,8
3,2016,5416 4 AVENUE Brooklyn,Brooklyn,16
4,2016,5422 4 AVENUE Brooklyn,Brooklyn,21
5,2016,5605 4 AVENUE Brooklyn,Brooklyn,16
6,2016,6302 4 AVENUE Brooklyn,Brooklyn,21
7,2016,6324 4 AVENUE Brooklyn,Brooklyn,21
8,2016,327 43 STREET Brooklyn,Brooklyn,18
9,2016,1424 43 STREET Brooklyn,Brooklyn,16
10,2016,294 5 AVENUE Brooklyn,Brooklyn,7
11,2016,4228 5 AVENUE Brooklyn,Brooklyn,7
12,2016,452 53 STREET Brooklyn,Brooklyn,17
13,2016,546 55 STREET Brooklyn,Brooklyn,16
14,2016,484 60 STREET Brooklyn,Brooklyn,7
15,2016,1713 67 STREET Brooklyn,Brooklyn,16
16,2016,2070 72 STREET Brooklyn,Brooklyn,9
17,2016,6213 8 AVENUE Brooklyn,Brooklyn,6
18,2016,268 ALBANY AVENUE Brooklyn,Brooklyn,8
19,2016,552 ALBANY AVENUE Brooklyn,Brooklyn,6
20,2016,55 ARLINGTON AVENUE Brooklyn,Brooklyn,6
21,2016,282 ASHFORD STREET Brooklyn,Brooklyn,6
22,2016,595 AUTUMN AVENUE Brooklyn,Brooklyn,6
23,2016,221 BAINBRIDGE STREET Brooklyn,Brooklyn,9
24,2016,1338 BERGEN STREET Brooklyn,Brooklyn,16
25,2016,2044 BERGEN STREET Brooklyn,Brooklyn,16
26,2016,2107 BEVERLY ROAD Brooklyn,Brooklyn,17
27,2016,33 BUFFALO AVENUE Brooklyn,Brooklyn,6
28,2016,278 CHAUNCEY STREET Brooklyn,Brooklyn,8
29,2016,2408 CLARENDON ROAD Brooklyn,Brooklyn,16
30,2016,287 CLARKSON AVENUE Brooklyn,Brooklyn,8
31,2016,1120 CLARKSON AVENUE Brooklyn,Brooklyn,4
32,2016,681 CLASSON AVENUE Brooklyn,Brooklyn,8
33,2016,695 CONEY ISLAND AVENUE Brooklyn,Brooklyn,6
34,2016,30 COOPER STREET Brooklyn,Brooklyn,3
35,2016,526 DAHILL ROAD Brooklyn,Brooklyn,20
36,2016,1423 DE KALB AVENUE Brooklyn,Brooklyn,6
37,2016,1155 DEAN STREET Brooklyn,Brooklyn,16
38,2016,903 EAST 106 STREET Brooklyn,Brooklyn,3
39,2016,410 EAST 17 STREET Brooklyn,Brooklyn,30
40,2016,855 EAST 19 STREET Brooklyn,Brooklyn,60
41,2016,754 EAST 23 STREET Brooklyn,Brooklyn,32
42,2016,491 EAST 45 STREET Brooklyn,Brooklyn,16
43,2016,175 EAST 52 STREET Brooklyn,Brooklyn,43
44,2016,197 EAST 52 STREET Brooklyn,Brooklyn,6
45,2016,107 EAST 59 STREET Brooklyn,Brooklyn,6
46,2016,480 EAST 94 STREET Brooklyn,Brooklyn,6
47,2016,903 EAST 95 STREET Brooklyn,Brooklyn,3
48,2016,631 EAST 96 STREET Brooklyn,Brooklyn,6
49,2016,888 EAST 96 STREET Brooklyn,Brooklyn,32
50,2016,942 EASTERN PARKWAY Brooklyn,Brooklyn,16
51,2016,1530 EASTERN PARKWAY EXTENSION Brooklyn,Brooklyn,8
52,2016,308 ELLERY STREET Brooklyn,Brooklyn,6
53,2016,125 EVERGREEN AVENUE Brooklyn,Brooklyn,8
54,2016,892 FLUSHING AVENUE Brooklyn,Brooklyn,26
55,2016,425 GATES AVENUE Brooklyn,Brooklyn,11
56,2016,89 GRATTAN STREET Brooklyn,Brooklyn,6
57,2016,148 GROVE STREET Brooklyn,Brooklyn,6
58,2016,381 GROVE STREET Brooklyn,Brooklyn,13
59,2016,77 HALSEY STREET Brooklyn,Brooklyn,6
60,2016,641 HALSEY STREET Brooklyn,Brooklyn,3
61,2016,303 HARMAN STREET Brooklyn,Brooklyn,6
62,2016,536 HEGEMAN AVENUE Brooklyn,Brooklyn,5
63,2016,553 HOWARD AVENUE Brooklyn,Brooklyn,12
64,2016,160 HULL STREET Brooklyn,Brooklyn,3
65,2016,202 HULL STREET Brooklyn,Brooklyn,6
66,2016,177 HURON STREET Brooklyn,Brooklyn,6
67,2016,170 IRVING AVENUE Brooklyn,Brooklyn,6
68,2016,211 IRVING AVENUE Brooklyn,Brooklyn,6
69,2016,657 KNICKERBOCKER AVENUE Brooklyn,Brooklyn,8
70,2016,501 LAFAYETTE AVENUE Brooklyn,Brooklyn,7
71,2016,874 LENOX ROAD Brooklyn,Brooklyn,6
72,2016,1301 LINCOLN PLACE Brooklyn,Brooklyn,8
73,2016,247 LINDEN BOULEVARD Brooklyn,Brooklyn,6
74,2016,912 LINDEN BOULEVARD Brooklyn,Brooklyn,16
75,2016,235 LIVONIA AVENUE Brooklyn,Brooklyn,18
76,2016,18 LOCUST STREET Brooklyn,Brooklyn,6
77,2016,338 MADISON STREET Brooklyn,Brooklyn,3
78,2016,920 MADISON STREET Brooklyn,Brooklyn,13
79,2016,63 MALCOLM X BOULEVARD Brooklyn,Brooklyn,8
80,2016,262 MALCOLM X BOULEVARD Brooklyn,Brooklyn,6
81,2016,505 MC DONALD AVENUE Brooklyn,Brooklyn,6
82,2016,361 MILLER AVENUE Brooklyn,Brooklyn,20
83,2016,437 MILLER AVENUE Brooklyn,Brooklyn,13
84,2016,725 MILLER AVENUE Brooklyn,Brooklyn,6
85,2016,311 MONTAUK AVENUE Brooklyn,Brooklyn,6
86,2016,394 MONTGOMERY STREET Brooklyn,Brooklyn,43
87,2016,1033 OCEAN AVENUE Brooklyn,Brooklyn,16
88,2016,1443 PACIFIC STREET Brooklyn,Brooklyn,11
89,2016,1898 PACIFIC STREET Brooklyn,Brooklyn,12
90,2016,2240 PACIFIC STREET Brooklyn,Brooklyn,6
91,2016,2250 PACIFIC STREET Brooklyn,Brooklyn,6
92,2016,597 PARK PLACE Brooklyn,Brooklyn,8
93,2016,68 PATCHEN AVENUE Brooklyn,Brooklyn,8
94,2016,150 PATCHEN AVENUE Brooklyn,Brooklyn,8
95,2016,1581 PRESIDENT STREET Brooklyn,Brooklyn,20
96,2016,1097 PROSPECT PLACE Brooklyn,Brooklyn,13
97,2016,222 PULASKI STREET Brooklyn,Brooklyn,12
98,2016,348 QUINCY STREET Brooklyn,Brooklyn,3
99,2016,480 QUINCY STREET Brooklyn,Brooklyn,3
100,2016,213 RALPH AVENUE Brooklyn,Brooklyn,8
101,2016,57 ROCKAWAY AVENUE Brooklyn,Brooklyn,3
102,2016,394 RUTLAND ROAD Brooklyn,Brooklyn,15
103,2016,73 SCHAEFER STREET Brooklyn,Brooklyn,6
104,2016,836 SCHENECTADY AVENUE Brooklyn,Brooklyn,6
105,2016,529 SNEDIKER AVENUE Brooklyn,Brooklyn,6
106,2016,5122 SNYDER AVENUE Brooklyn,Brooklyn,16
107,2016,1391 ST JOHNS PLACE Brooklyn,Brooklyn,8
108,2016,304 ST NICHOLAS AVENUE Brooklyn,Brooklyn,6
109,2016,90 STARR STREET Brooklyn,Brooklyn,6
110,2016,1298 STERLING PLACE Brooklyn,Brooklyn,6
111,2016,232 STOCKHOLM STREET Brooklyn,Brooklyn,6
112,2016,2 STODDARD PLACE Brooklyn,Brooklyn,54
113,2016,69 STUYVESANT AVENUE Brooklyn,Brooklyn,6
114,2016,159 SUYDAM STREET Brooklyn,Brooklyn,7
115,2016,316 SUYDAM STREET Brooklyn,Brooklyn,6
116,2016,239 TROY AVENUE Brooklyn,Brooklyn,10
117,2016,1717 WEST 6 STREET Brooklyn,Brooklyn,6
118,2016,1035 WILLMOHR STREET Brooklyn,Brooklyn,17
119,2016,157 WILSON AVENUE Brooklyn,Brooklyn,6
120,2016,166 WILSON AVENUE Brooklyn,Brooklyn,6
121,2016,4417 3 AVENUE Bronx,Bronx,4
122,2016,1842 ANTHONY AVENUE Bronx,Bronx,8
123,2016,3061 BAILEY AVENUE Bronx,Bronx,21
124,2016,2670 BAINBRIDGE AVENUE Bronx,Bronx,69
125,2016,1142 BRYANT AVENUE Bronx,Bronx,8
126,2016,3800 CARPENTER AVENUE Bronx,Bronx,55
127,2016,1230 COLLEGE AVENUE Bronx,Bronx,4
128,2016,1205 COMMONWEALTH AVENUE Bronx,Bronx,9
129,2016,2076 CRESTON AVENUE Bronx,Bronx,42
130,2016,743 EAST 136 STREET Bronx,Bronx,6
131,2016,419 EAST 142 STREET Bronx,Bronx,12
132,2016,388 EAST 155 STREET Bronx,Bronx,3
133,2016,937 EAST 172 STREET Bronx,Bronx,14
134,2016,410 EAST 173 STREET Bronx,Bronx,6
135,2016,265 EAST 176 STREET Bronx,Bronx,21
136,2016,878 EAST 176 STREET Bronx,Bronx,21
137,2016,105 EAST 177 STREET Bronx,Bronx,46
138,2016,865 EAST 181 STREET Bronx,Bronx,13
139,2016,518 EAST 187 STREET Bronx,Bronx,16
140,2016,382 EAST 199 STREET Bronx,Bronx,21
141,2016,65 EAST TREMONT AVENUE Bronx,Bronx,16
142,2016,1124 ELDER AVENUE Bronx,Bronx,4
143,2016,1000 FINDLAY AVENUE Bronx,Bronx,3
144,2016,2754 GRAND CONCOURSE Bronx,Bronx,67
145,2016,2760 GRAND CONCOURSE Bronx,Bronx,58
146,2016,900 HOE AVENUE Bronx,Bronx,46
147,2016,2020 HONEYWELL AVENUE Bronx,Bronx,17
148,2016,2334 HUGHES AVENUE Bronx,Bronx,16
149,2016,2475 HUGHES AVENUE Bronx,Bronx,20
150,2016,3052 KINGSBRIDGE AVENUE Bronx,Bronx,58
151,2016,681 MAGENTA STREET Bronx,Bronx,37
152,2016,636 MANIDA STREET Bronx,Bronx,3
153,2016,2048 MAPES AVENUE Bronx,Bronx,13
154,2016,2550 MARION AVENUE Bronx,Bronx,35
155,2016,2155 MOHEGAN AVENUE Bronx,Bronx,15
156,2016,4110 MONTICELLO AVENUE Bronx,Bronx,3
157,2016,1870 MORRIS AVENUE Bronx,Bronx,25
158,2016,716 PENFIELD STREET Bronx,Bronx,7
159,2016,1390 PROSPECT AVENUE Bronx,Bronx,21
160,2016,1417 PROSPECT AVENUE Bronx,Bronx,21
161,2016,910 SOUTHERN BOULEVARD Bronx,Bronx,34
162,2016,1114 ST LAWRENCE AVENUE Bronx,Bronx,3
163,2016,1224 UNION AVENUE Bronx,Bronx,3
164,2016,2714 WALLACE AVENUE Bronx,Bronx,49
165,2016,1979 WALTON AVENUE Bronx,Bronx,36
166,2016,1117 WESTCHESTER AVENUE Bronx,Bronx,32
167,2016,4735 WHITE PLAINS ROAD Bronx,Bronx,4
168,2016,700 10 AVENUE Manhattan,Manhattan,8
169,2016,3855 10 AVENUE Manhattan,Manhattan,23
170,2016,316 2 AVENUE Manhattan,Manhattan,9
171,2016,1936 3 AVENUE Manhattan,Manhattan,8
172,2016,1851 ADAM C POWELL BOULEVARD Manhattan,Manhattan,24
173,2016,2035 ADAM C POWELL BOULEVARD Manhattan,Manhattan,16
174,2016,2546 ADAM C POWELL BOULEVARD Manhattan,Manhattan,17
175,2016,488 AMSTERDAM AVENUE Manhattan,Manhattan,8
176,2016,700 AMSTERDAM AVENUE Manhattan,Manhattan,13
177,2016,1532 AMSTERDAM AVENUE Manhattan,Manhattan,23
178,2016,1619 AMSTERDAM AVENUE Manhattan,Manhattan,18
179,2016,1627 AMSTERDAM AVENUE Manhattan,Manhattan,19
180,2016,1792 AMSTERDAM AVENUE Manhattan,Manhattan,13
181,2016,2104 AMSTERDAM AVENUE Manhattan,Manhattan,13
182,2016,171 AUDUBON AVENUE Manhattan,Manhattan,21
183,2016,22 BRADHURST AVENUE Manhattan,Manhattan,10
184,2016,3409 BROADWAY Manhattan,Manhattan,17
185,2016,3851 BROADWAY Manhattan,Manhattan,54
186,2016,87 CHRISTOPHER STREET Manhattan,Manhattan,22
187,2016,940 COLUMBUS AVENUE Manhattan,Manhattan,12
188,2016,334 CONVENT AVENUE Manhattan,Manhattan,17
189,2016,159 EAST 106 STREET Manhattan,Manhattan,8
190,2016,325 EAST 109 STREET Manhattan,Manhattan,8
191,2016,214 EAST 111 STREET Manhattan,Manhattan,6
192,2016,21 EAST 115 STREET Manhattan,Manhattan,10
193,2016,69 EAST 115 STREET Manhattan,Manhattan,10
194,2016,163 EAST 115 STREET Manhattan,Manhattan,12
195,2016,424 EAST 115 STREET Manhattan,Manhattan,15
196,2016,453 EAST 117 STREET Manhattan,Manhattan,9
197,2016,406 EAST 119 STREET Manhattan,Manhattan,10
198,2016,14 EAST 125 STREET Manhattan,Manhattan,6
199,2016,142 EAST 126 STREET Manhattan,Manhattan,30
200,2016,134 EAST 36 STREET Manhattan,Manhattan,7
201,2016,106 ELDRIDGE STREET Manhattan,Manhattan,16
202,2016,90 ELIZABETH STREET Manhattan,Manhattan,19
203,2016,164 ELIZABETH STREET Manhattan,Manhattan,15
204,2016,43 ESSEX STREET Manhattan,Manhattan,10
205,2016,2915 FREDERICK DOUGLASS BOULEVARD Manhattan,Manhattan,19
206,2016,174 HESTER STREET Manhattan,Manhattan,22
207,2016,2 JUMEL TERRACE Manhattan,Manhattan,25
208,2016,657 LENOX AVENUE Manhattan,Manhattan,20
209,2016,53 LUDLOW STREET Manhattan,Manhattan,16
210,2016,73 MONROE STREET Manhattan,Manhattan,20
211,2016,137 RIVINGTON STREET Manhattan,Manhattan,18
212,2016,1471 ST NICHOLAS AVENUE Manhattan,Manhattan,19
213,2016,2 ST NICHOLAS TERRACE Manhattan,Manhattan,15
214,2016,364 WEST 127 STREET Manhattan,Manhattan,8
215,2016,115 WEST 129 STREET Manhattan,Manhattan,23
216,2016,134 WEST 129 STREET Manhattan,Manhattan,10
217,2016,524 WEST 134 STREET Manhattan,Manhattan,24
218,2016,520 WEST 136 STREET Manhattan,Manhattan,36
219,2016,221 WEST 139 STREET Manhattan,Manhattan,7
220,2016,509 WEST 140 STREET Manhattan,Manhattan,15
221,2016,135 WEST 145 STREET Manhattan,Manhattan,30
222,2016,513 WEST 150 STREET Manhattan,Manhattan,12
223,2016,508 WEST 151 STREET Manhattan,Manhattan,14
224,2016,453 WEST 152 STREET Manhattan,Manhattan,16
225,2016,504 WEST 157 STREET Manhattan,Manhattan,9
226,2016,529 WEST 158 STREET Manhattan,Manhattan,31
227,2016,538 WEST 159 STREET Manhattan,Manhattan,10
228,2016,214 WEST 16 STREET Manhattan,Manhattan,15
229,2016,534 WEST 178 STREET Manhattan,Manhattan,21
230,2016,561 WEST 186 STREET Manhattan,Manhattan,21
231,2016,558 WEST 193 STREET Manhattan,Manhattan,31
232,2016,266 WEST 25 STREET Manhattan,Manhattan,15
233,2016,412 WEST 46 STREET Manhattan,Manhattan,15
234,2016,24 WEST 89 STREET Manhattan,Manhattan,8
235,2016,86-12 102 STREET Queens,Queens,4
236,2016,38-02 29 STREET Queens,Queens,15
237,2016,31-30 30 STREET Queens,Queens,8
238,2016,108-42 43 AVENUE Queens,Queens,6
239,2016,408 BEACH 25 STREET Queens,Queens,3
240,2016,188-05 LINDEN BOULEVARD Queens,Queens,3
241,2016,11-27 NAMEOKE STREET Queens,Queens,17
242,2016,104-03 NORTHERN BOULEVARD Queens,Queens,6
243,2016,1868 PALMETTO STREET Queens,Queens,6
244,2016,158-17 SANFORD AVENUE Queens,Queens,20
245,2016,20 SCOTT A GADELL PLACE Queens,Queens,6
246,2016,100 BELMONT PLACE Staten Island,Staten Island,56
247,2016,80 LAYTON AVENUE Staten Island,Staten Island,3
248,2016,5 SLOSSON TERRACE Staten Island,Staten Island,16
249,2016,13 SLOSSON TERRACE Staten Island,Staten Island,16
250,2015,79 AUDUBON AVENUE Manhattan,Manhattan,24
251,2015,6 CONVENT AVENUE Manhattan,Manhattan,8
252,2015,168 EAST 104 STREET Manhattan,Manhattan,8
253,2015,14 EAST 125 STREET Manhattan,Manhattan,8
254,2015,322 EAST 126 STREET Manhattan,Manhattan,28
255,2015,165 EDGECOMBE AVENUE Manhattan,Manhattan,20
256,2015,2359 FREDERICK DOUGLASS BOULEVARD Manhattan,Manhattan,10
257,2015,58 MARBLE HILL AVENUE Manhattan,Manhattan,50
258,2015,192 NAGLE AVENUE Manhattan,Manhattan,49
259,2015,200 NAGLE AVENUE Manhattan,Manhattan,49
260,2015,900 RIVERSIDE DRIVE Manhattan,Manhattan,72
261,2015,88 SEAMAN AVENUE Manhattan,Manhattan,32
262,2015,4 SOUTH PINEHURST AVENUE Manhattan,Manhattan,43
263,2015,15 WADSWORTH AVENUE Manhattan,Manhattan,25
264,2015,230 WEST 108 STREET Manhattan,Manhattan,25
265,2015,242 WEST 116 STREET Manhattan,Manhattan,9
266,2015,157 WEST 119 STREET Manhattan,Manhattan,20
267,2015,40 WEST 128 STREET Manhattan,Manhattan,12
268,2015,523 WEST 138 STREET Manhattan,Manhattan,20
269,2015,572 WEST 141 STREET Manhattan,Manhattan,24
270,2015,541 WEST 142 STREET Manhattan,Manhattan,19
271,2015,501 WEST 143 STREET Manhattan,Manhattan,39
272,2015,515 WEST 143 STREET Manhattan,Manhattan,24
273,2015,468 WEST 145 STREET Manhattan,Manhattan,14
274,2015,509 WEST 150 STREET Manhattan,Manhattan,5
275,2015,535 WEST 155 STREET Manhattan,Manhattan,21
276,2015,533 WEST 158 STREET Manhattan,Manhattan,24
277,2015,504 WEST 159 STREET Manhattan,Manhattan,21
278,2015,514 WEST 169 STREET Manhattan,Manhattan,10
279,2015,512 WEST 180 STREET Manhattan,Manhattan,20
280,2015,605 WEST 182 STREET Manhattan,Manhattan,22
281,2015,620 WEST 182 STREET Manhattan,Manhattan,16
282,2015,573 WEST 183 STREET Manhattan,Manhattan,11
283,2015,595 WEST 207 STREET Manhattan,Manhattan,28
284,2015,509 WEST 212 STREET Manhattan,Manhattan,45
285,2015,506 WEST 213 STREET Manhattan,Manhattan,26
286,2015,4173 3 AVENUE Bronx,Bronx,8
287,2015,1905 ANDREWS AVENUE SOUTH Bronx,Bronx,12
288,2015,640 BARRETTO STREET Bronx,Bronx,4
289,2015,1977 BIRCHALL AVENUE Bronx,Bronx,3
290,2015,1133 BOSTON ROAD Bronx,Bronx,51
291,2015,1158 BOYNTON AVENUE Bronx,Bronx,66
292,2015,4124 BRONXWOOD AVENUE Bronx,Bronx,8
293,2015,955 BRUCKNER BOULEVARD Bronx,Bronx,3
294,2015,1445 BRYANT AVENUE Bronx,Bronx,3
295,2015,2403 CAMBRELENG AVENUE Bronx,Bronx,20
296,2015,4632 CARPENTER AVENUE Bronx,Bronx,21
297,2015,1381 CASTLE HILL AVENUE Bronx,Bronx,75
298,2015,1308 CLAY AVENUE Bronx,Bronx,3
299,2015,1320 CLAY AVENUE Bronx,Bronx,3
300,2015,1350 CLAY AVENUE Bronx,Bronx,3
301,2015,74 CLINTON PLACE Bronx,Bronx,3
302,2015,628 COURTLANDT AVENUE Bronx,Bronx,13
303,2015,1995 CRESTON AVENUE Bronx,Bronx,46
304,2015,2538 CRESTON AVENUE Bronx,Bronx,11
305,2015,1976 CROSS BRONX EXPRESSWAY Bronx,Bronx,6
306,2015,2912 CRUGER AVENUE Bronx,Bronx,3
307,2015,1815 DAVIDSON AVENUE Bronx,Bronx,40
308,2015,1824 DAVIDSON AVENUE Bronx,Bronx,47
309,2015,2055 DAVIDSON AVENUE Bronx,Bronx,21
310,2015,1000 DUNCAN STREET Bronx,Bronx,3
311,2015,353 EAST 138 STREET Bronx,Bronx,8
312,2015,335 EAST 148 STREET Bronx,Bronx,36
313,2015,377 EAST 153 STREET Bronx,Bronx,24
314,2015,54 EAST 176 STREET Bronx,Bronx,52
315,2015,156 EAST 178 STREET Bronx,Bronx,36
316,2015,546 EAST 182 STREET Bronx,Bronx,25
317,2015,735 EAST 182 STREET Bronx,Bronx,21
318,2015,269 EAST 194 STREET Bronx,Bronx,26
319,2015,708 EAST 215 STREET Bronx,Bronx,5
320,2015,720 FRONT EAST 216 STREET Bronx,Bronx,3
321,2015,769 EAST 224 STREET Bronx,Bronx,7
322,2015,967 EAST 224 STREET Bronx,Bronx,6
323,2015,872 EAST 225 STREET Bronx,Bronx,5
324,2015,811 EAST 226 STREET Bronx,Bronx,3
325,2015,829 EAST 226 STREET Bronx,Bronx,3
326,2015,973 EAST 226 STREET Bronx,Bronx,3
327,2015,817 EAST 227 STREET Bronx,Bronx,5
328,2015,819 EAST 227 STREET Bronx,Bronx,3
329,2015,940 EAST 227 STREET Bronx,Bronx,3
330,2015,645 EAST 228 STREET Bronx,Bronx,5
331,2015,683 EAST 234 STREET Bronx,Bronx,6
332,2015,179 EAST MOSHOLU PARKWAY NORTH Bronx,Bronx,6
333,2015,264 ECHO PLACE Bronx,Bronx,27
334,2015,1800 EDENWALD AVENUE Bronx,Bronx,3
335,2015,1124 FOX STREET Bronx,Bronx,4
336,2015,4625 FURMAN AVENUE Bronx,Bronx,3
337,2015,718 GARDEN STREET Bronx,Bronx,3
338,2015,888 GRAND CONCOURSE Bronx,Bronx,81
339,2015,2555 GRAND CONCOURSE Bronx,Bronx,26
340,2015,1119 GRANT AVENUE Bronx,Bronx,8
341,2015,1151 GRANT AVENUE Bronx,Bronx,5
342,2015,2222 HOLLAND AVENUE Bronx,Bronx,3
343,2015,2226 HOLLAND AVENUE Bronx,Bronx,25
344,2015,665 JEFFERSON PLACE Bronx,Bronx,3
345,2015,758 KELLY STREET Bronx,Bronx,38
346,2015,1920 LORING PLACE SOUTH Bronx,Bronx,11
347,2015,2474 MARION AVENUE Bronx,Bronx,25
348,2015,1801 MARMION AVENUE Bronx,Bronx,26
349,2015,1824 MOHEGAN AVENUE Bronx,Bronx,3
350,2015,632 MORRIS AVENUE Bronx,Bronx,3
351,2015,3149 PERRY AVENUE Bronx,Bronx,53
352,2015,1095 PROSPECT AVENUE Bronx,Bronx,22
353,2015,1413 PROSPECT AVENUE Bronx,Bronx,21
354,2015,2348 PROSPECT AVENUE Bronx,Bronx,3
355,2015,1228 ROSEDALE AVENUE Bronx,Bronx,3
356,2015,2105 RYER AVENUE Bronx,Bronx,53
357,2015,3153 SEYMOUR AVENUE Bronx,Bronx,17
358,2015,1023 SOUTHERN BOULEVARD Bronx,Bronx,9
359,2015,733 TILDEN STREET Bronx,Bronx,3
360,2015,1237 TINTON AVENUE Bronx,Bronx,3
361,2015,2430 TRATMAN AVENUE Bronx,Bronx,20
362,2015,1731 VAN BUREN STREET Bronx,Bronx,3
363,2015,757 VAN NEST AVENUE Bronx,Bronx,3
364,2015,3012 WALLACE AVENUE Bronx,Bronx,4
365,2015,1113 WARD AVENUE Bronx,Bronx,51
366,2015,2355 WASHINGTON AVENUE Bronx,Bronx,3
367,2015,2366 WEBSTER AVENUE Bronx,Bronx,26
368,2015,64 WEST 165 STREET Bronx,Bronx,33
369,2015,20 WEST 190 STREET Bronx,Bronx,37
370,2015,135 WEST 238 STREET Bronx,Bronx,66
371,2015,1530 WHITE PLAINS ROAD Bronx,Bronx,3
372,2015,4555 WHITE PLAINS ROAD Bronx,Bronx,4
373,2015,227 23 STREET Brooklyn,Brooklyn,8
374,2015,6310 4 AVENUE Brooklyn,Brooklyn,23
375,2015,245 46 STREET Brooklyn,Brooklyn,6
376,2015,294 5 AVENUE Brooklyn,Brooklyn,7
377,2015,5714 6 AVENUE Brooklyn,Brooklyn,3
378,2015,511 80 STREET Brooklyn,Brooklyn,3
