,year,full_addr,borough,units
379,2015,394 AMBOY STREET Brooklyn,Brooklyn,4
380,2015,311 ATKINS AVENUE Brooklyn,Brooklyn,4
381,2015,2714 AVENUE D Brooklyn,Brooklyn,24
382,2015,540 BAINBRIDGE STREET Brooklyn,Brooklyn,6
383,2015,1063 BEDFORD AVENUE Brooklyn,Brooklyn,14
384,2015,816 BELMONT AVENUE Brooklyn,Brooklyn,13
385,2015,1144 BERGEN STREET Brooklyn,Brooklyn,17
386,2015,1967 BERGEN STREET Brooklyn,Brooklyn,7
387,2015,625 BLAKE AVENUE Brooklyn,Brooklyn,5
388,2015,627 BLAKE AVENUE Brooklyn,Brooklyn,5
389,2015,147 BLEECKER STREET Brooklyn,Brooklyn,4
390,2015,717 BUSHWICK AVENUE Brooklyn,Brooklyn,3
391,2015,324 CENTRAL AVENUE Brooklyn,Brooklyn,6
392,2015,95 CLAY STREET Brooklyn,Brooklyn,8
393,2015,63 COOPER STREET Brooklyn,Brooklyn,6
394,2015,192 COOPER STREET Brooklyn,Brooklyn,3
395,2015,1050 CRESCENT STREET Brooklyn,Brooklyn,3
396,2015,980 DE KALB AVENUE Brooklyn,Brooklyn,3
397,2015,1416 DE KALB AVENUE Brooklyn,Brooklyn,6
398,2015,1567 DE KALB AVENUE Brooklyn,Brooklyn,8
399,2015,1237 DEAN STREET Brooklyn,Brooklyn,13
400,2015,448 DECATUR STREET Brooklyn,Brooklyn,3
401,2015,125 DUMONT AVENUE Brooklyn,Brooklyn,4
402,2015,2785 EAST 15 STREET Brooklyn,Brooklyn,4
403,2015,410 EAST 17 STREET Brooklyn,Brooklyn,30
404,2015,324 EAST 29 STREET Brooklyn,Brooklyn,3
405,2015,388 EAST 34 STREET Brooklyn,Brooklyn,6
406,2015,447 EAST 45 STREET Brooklyn,Brooklyn,6
407,2015,397 EAST 49 STREET Brooklyn,Brooklyn,34
408,2015,141 EAST 54 STREET Brooklyn,Brooklyn,15
409,2015,491 EAST 94 STREET Brooklyn,Brooklyn,20
410,2015,489 EAST NEW YORK AVENUE Brooklyn,Brooklyn,4
411,2015,1575 EAST NEW YORK AVENUE Brooklyn,Brooklyn,3
412,2015,1165 EASTERN PARKWAY Brooklyn,Brooklyn,16
413,2015,1999 EASTERN PARKWAY Brooklyn,Brooklyn,3
414,2015,1869 EASTERN PARKWAY EXTENSION Brooklyn,Brooklyn,3
415,2015,562 EVERGREEN AVENUE Brooklyn,Brooklyn,5
416,2015,643 FRANKLIN AVENUE Brooklyn,Brooklyn,8
417,2015,113 FREEMAN STREET Brooklyn,Brooklyn,6
418,2015,3221 FULTON STREET Brooklyn,Brooklyn,6
419,2015,823 GATES AVENUE Brooklyn,Brooklyn,4
420,2015,1556 GREENE AVENUE Brooklyn,Brooklyn,3
421,2015,1228 HALSEY STREET Brooklyn,Brooklyn,3
422,2015,243 HANCOCK STREET Brooklyn,Brooklyn,12
423,2015,268 HANCOCK STREET Brooklyn,Brooklyn,3
424,2015,525 HANCOCK STREET Brooklyn,Brooklyn,3
425,2015,1238 HANCOCK STREET Brooklyn,Brooklyn,3
426,2015,306 HARMAN STREET Brooklyn,Brooklyn,6
427,2015,682 HART STREET Brooklyn,Brooklyn,3
428,2015,1058 HERKIMER STREET Brooklyn,Brooklyn,4
429,2015,351 HOWARD AVENUE Brooklyn,Brooklyn,23
430,2015,175 HULL STREET Brooklyn,Brooklyn,3
431,2015,240 HULL STREET Brooklyn,Brooklyn,3
432,2015,245 HULL STREET Brooklyn,Brooklyn,6
433,2015,992 JEFFERSON AVENUE Brooklyn,Brooklyn,9
434,2015,9427 KINGS HIGHWAY Brooklyn,Brooklyn,48
435,2015,727 KNICKERBOCKER AVENUE Brooklyn,Brooklyn,4
436,2015,802 LAFAYETTE AVENUE Brooklyn,Brooklyn,3
437,2015,307 LEGION STREET Brooklyn,Brooklyn,4
438,2015,385 LEGION STREET Brooklyn,Brooklyn,4
439,2015,247 LINCOLN AVENUE Brooklyn,Brooklyn,3
440,2015,560 LINCOLN PLACE Brooklyn,Brooklyn,21
441,2015,333 LINCOLN ROAD Brooklyn,Brooklyn,8
442,2015,30 LINDEN STREET Brooklyn,Brooklyn,6
443,2015,785 MAC DONOUGH STREET Brooklyn,Brooklyn,3
444,2015,401 MACON STREET Brooklyn,Brooklyn,16
445,2015,821 MADISON STREET Brooklyn,Brooklyn,3
446,2015,82 MARION STREET Brooklyn,Brooklyn,8
447,2015,580 MIDWOOD STREET Brooklyn,Brooklyn,4
448,2015,361 MILLER AVENUE Brooklyn,Brooklyn,20
449,2015,648 MONROE STREET Brooklyn,Brooklyn,3
450,2015,300 NASSAU AVENUE Brooklyn,Brooklyn,6
451,2015,418 NEW JERSEY AVENUE Brooklyn,Brooklyn,5
452,2015,722 NEW LOTS AVENUE Brooklyn,Brooklyn,3
453,2015,2010 NEWKIRK AVENUE Brooklyn,Brooklyn,32
454,2015,2011 NOSTRAND AVENUE Brooklyn,Brooklyn,3
455,2015,2026 NOSTRAND AVENUE Brooklyn,Brooklyn,11
456,2015,1985 OCEAN AVENUE Brooklyn,Brooklyn,48
457,2015,2630 OCEAN AVENUE Brooklyn,Brooklyn,47
458,2015,580 OSBORN STREET Brooklyn,Brooklyn,4
459,2015,2127 PACIFIC STREET Brooklyn,Brooklyn,3
460,2015,364 PALMETTO STREET Brooklyn,Brooklyn,6
461,2015,1939 PARK PLACE Brooklyn,Brooklyn,37
462,2015,1398 PITKIN AVENUE Brooklyn,Brooklyn,5
463,2015,1803 PITKIN AVENUE Brooklyn,Brooklyn,24
464,2015,2488 PITKIN AVENUE Brooklyn,Brooklyn,3
465,2015,285 POWELL STREET Brooklyn,Brooklyn,3
466,2015,1922 PROSPECT PLACE Brooklyn,Brooklyn,4
467,2015,257 QUINCY STREET Brooklyn,Brooklyn,21
468,2015,510 RALPH AVENUE Brooklyn,Brooklyn,4
469,2015,510 RIVERDALE AVENUE Brooklyn,Brooklyn,22
470,2015,223 ROCKAWAY AVENUE Brooklyn,Brooklyn,3
471,2015,253 SARATOGA AVENUE Brooklyn,Brooklyn,3
472,2015,180 SCHAEFER STREET Brooklyn,Brooklyn,3
473,2015,181 SCHAEFER STREET Brooklyn,Brooklyn,3
474,2015,560 SHEFFIELD AVENUE Brooklyn,Brooklyn,6
475,2015,1808 ST JOHNS PLACE Brooklyn,Brooklyn,3
476,2015,952 ST MARKS AVENUE Brooklyn,Brooklyn,40
477,2015,375 SUMPTER STREET Brooklyn,Brooklyn,6
478,2015,545 THROOP AVENUE Brooklyn,Brooklyn,4
479,2015,583 VAN SICLEN AVENUE Brooklyn,Brooklyn,6
480,2015,287 VERMONT STREET Brooklyn,Brooklyn,3
481,2015,151 WEIRFIELD STREET Brooklyn,Brooklyn,3
482,2015,2842 WEST 35 STREET Brooklyn,Brooklyn,4
483,2015,582 WILLIAMS AVENUE Brooklyn,Brooklyn,4
484,2015,170 WILSON AVENUE Brooklyn,Brooklyn,6
485,2015,636 WILSON AVENUE Brooklyn,Brooklyn,6
486,2015,131 WYCKOFF AVENUE Brooklyn,Brooklyn,8
487,2015,470 WYONA STREET Brooklyn,Brooklyn,3
488,2015,86-06 102 AVENUE Queens,Queens,3
489,2015,34-46 107 STREET Queens,Queens,3
490,2015,101-68 126 STREET Queens,Queens,3
491,2015,106-43 156 STREET Queens,Queens,4
492,2015,60-72 56 STREET Queens,Queens,4
493,2015,110-97 85 AVENUE Queens,Queens,3
494,2015,26-11 96 STREET Queens,Queens,4
495,2015,1720 HARMAN STREET Queens,Queens,6
496,2015,146-42 LAKEWOOD AVENUE Queens,Queens,5
497,2015,11-24 MC BRIDE STREET Queens,Queens,3
498,2015,20-20 MENAHAN STREET Queens,Queens,3
499,2015,411 JERSEY STREET Staten Island,Staten Island,5
500,2014,140 4 AVENUE Brooklyn,Brooklyn,8
501,2014,5717 4 AVENUE Brooklyn,Brooklyn,8
502,2014,1366 40 STREET Brooklyn,Brooklyn,6
503,2014,2270 ATLANTIC AVENUE Brooklyn,Brooklyn,3
504,2014,221 AVENUE F Brooklyn,Brooklyn,21
505,2014,372 BALTIC STREET Brooklyn,Brooklyn,8
506,2014,883 BELMONT AVENUE Brooklyn,Brooklyn,4
507,2014,461 BERRIMAN STREET Brooklyn,Brooklyn,9
508,2014,1262 BLAKE AVENUE Brooklyn,Brooklyn,3
509,2014,92 BROOKLYN AVENUE Brooklyn,Brooklyn,8
510,2014,1144 BUSHWICK AVENUE Brooklyn,Brooklyn,8
511,2014,487 CHAUNCEY STREET Brooklyn,Brooklyn,6
512,2014,494 CHAUNCEY STREET Brooklyn,Brooklyn,3
513,2014,67 CLARKSON AVENUE Brooklyn,Brooklyn,3
514,2014,338 CLIFTON PLACE Brooklyn,Brooklyn,8
515,2014,526 DAHILL ROAD Brooklyn,Brooklyn,20
516,2014,1519 DE KALB AVENUE Brooklyn,Brooklyn,6
517,2014,652 DEAN STREET Brooklyn,Brooklyn,3
518,2014,2158 DEAN STREET Brooklyn,Brooklyn,6
519,2014,234 EAST 92 STREET Brooklyn,Brooklyn,3
520,2014,234 EAST 93 STREET Brooklyn,Brooklyn,3
521,2014,491 EAST 94 STREET Brooklyn,Brooklyn,20
522,2014,273 EAST 95 STREET Brooklyn,Brooklyn,4
523,2014,702 EAST NEW YORK AVENUE Brooklyn,Brooklyn,20
524,2014,982 EASTERN PARKWAY Brooklyn,Brooklyn,23
525,2014,557 EUCLID AVENUE Brooklyn,Brooklyn,4
526,2014,127 EVERGREEN AVENUE Brooklyn,Brooklyn,8
527,2014,1466 FULTON STREET Brooklyn,Brooklyn,3
528,2014,1496 FULTON STREET Brooklyn,Brooklyn,4
529,2014,2015 FULTON STREET Brooklyn,Brooklyn,3
530,2014,76 GEORGE STREET Brooklyn,Brooklyn,6
531,2014,486 GLENMORE AVENUE Brooklyn,Brooklyn,6
532,2014,834 HALSEY STREET Brooklyn,Brooklyn,3
533,2014,1229 HALSEY STREET Brooklyn,Brooklyn,8
534,2014,1322 HALSEY STREET Brooklyn,Brooklyn,6
535,2014,700 HANCOCK STREET Brooklyn,Brooklyn,6
536,2014,865 HART STREET Brooklyn,Brooklyn,6
537,2014,45 HAWTHORNE STREET Brooklyn,Brooklyn,54
538,2014,173 HEMLOCK STREET Brooklyn,Brooklyn,4
539,2014,187 HENDRIX STREET Brooklyn,Brooklyn,3
540,2014,733 HINSDALE STREET Brooklyn,Brooklyn,4
541,2014,121 HULL STREET Brooklyn,Brooklyn,3
542,2014,185 HULL STREET Brooklyn,Brooklyn,3
543,2014,171 IRVING AVENUE Brooklyn,Brooklyn,5
544,2014,131 JEFFERSON AVENUE Brooklyn,Brooklyn,3
545,2014,682 JEFFERSON AVENUE Brooklyn,Brooklyn,6
546,2014,576 JEROME STREET Brooklyn,Brooklyn,3
547,2014,207 KOSCIUSZKO STREET Brooklyn,Brooklyn,3
548,2014,702 LAFAYETTE AVENUE Brooklyn,Brooklyn,3
549,2014,84 LAWRENCE AVENUE Brooklyn,Brooklyn,35
550,2014,163 MADISON STREET Brooklyn,Brooklyn,3
551,2014,456 MADISON STREET Brooklyn,Brooklyn,6
552,2014,778 MADISON STREET Brooklyn,Brooklyn,3
553,2014,886 MADISON STREET Brooklyn,Brooklyn,8
554,2014,207 MALCOLM X BOULEVARD Brooklyn,Brooklyn,3
555,2014,215 MARION STREET Brooklyn,Brooklyn,12
556,2014,505 MC DONALD AVENUE Brooklyn,Brooklyn,6
557,2014,1612 MERMAID AVENUE Brooklyn,Brooklyn,7
558,2014,249 MIDWOOD STREET Brooklyn,Brooklyn,16
559,2014,523 MILFORD STREET Brooklyn,Brooklyn,3
560,2014,219 MONTAUK AVENUE Brooklyn,Brooklyn,4
561,2014,275 NEPTUNE AVENUE Brooklyn,Brooklyn,5
562,2014,823 NOSTRAND AVENUE Brooklyn,Brooklyn,10
563,2014,115 OCEAN AVENUE Brooklyn,Brooklyn,89
564,2014,1055 OCEAN AVENUE Brooklyn,Brooklyn,20
565,2014,473 PARK PLACE Brooklyn,Brooklyn,8
566,2014,152 PATCHEN AVENUE Brooklyn,Brooklyn,7
567,2014,518 PENNSYLVANIA AVENUE Brooklyn,Brooklyn,19
568,2014,2227 PITKIN AVENUE Brooklyn,Brooklyn,5
569,2014,1159 PRESIDENT STREET Brooklyn,Brooklyn,20
570,2014,270 PROSPECT PARK WEST Brooklyn,Brooklyn,7
571,2014,272 PROSPECT PARK WEST Brooklyn,Brooklyn,6
572,2014,334 PUTNAM AVENUE Brooklyn,Brooklyn,6
573,2014,1301 PUTNAM AVENUE Brooklyn,Brooklyn,6
574,2014,827 QUINCY STREET Brooklyn,Brooklyn,3
575,2014,444 RALPH AVENUE Brooklyn,Brooklyn,6
576,2014,147 ROCKAWAY PARKWAY Brooklyn,Brooklyn,6
577,2014,433 ROGERS AVENUE Brooklyn,Brooklyn,12
578,2014,138 SARATOGA AVENUE Brooklyn,Brooklyn,6
579,2014,284 SCHAEFER STREET Brooklyn,Brooklyn,3
580,2014,25 SCHENCK AVENUE Brooklyn,Brooklyn,3
581,2014,285 SHEPHERD AVENUE Brooklyn,Brooklyn,3
582,2014,11 SOMERS STREET Brooklyn,Brooklyn,3
583,2014,1279 ST JOHNS PLACE Brooklyn,Brooklyn,6
584,2014,1280 ST JOHNS PLACE Brooklyn,Brooklyn,20
585,2014,1385 ST JOHNS PLACE Brooklyn,Brooklyn,8
586,2014,683 STERLING PLACE Brooklyn,Brooklyn,6
587,2014,1392 STERLING PLACE Brooklyn,Brooklyn,23
588,2014,1460 STERLING PLACE Brooklyn,Brooklyn,36
589,2014,2 STODDARD PLACE Brooklyn,Brooklyn,54
590,2014,2284 STRAUSS STREET Brooklyn,Brooklyn,4
591,2014,271 SULLIVAN PLACE Brooklyn,Brooklyn,23
592,2014,166 SUMPTER STREET Brooklyn,Brooklyn,6
593,2014,268A THROOP AVENUE Brooklyn,Brooklyn,3
594,2014,107 TROUTMAN STREET Brooklyn,Brooklyn,5
595,2014,1059 UNION STREET Brooklyn,Brooklyn,32
596,2014,1578 UNION STREET Brooklyn,Brooklyn,14
597,2014,915 UTICA AVENUE Brooklyn,Brooklyn,5
598,2014,665 WATKINS STREET Brooklyn,Brooklyn,3
599,2014,2826 WEST 19 STREET Brooklyn,Brooklyn,4
600,2014,576 WILLIAMS AVENUE Brooklyn,Brooklyn,4
601,2014,55 WINTHROP STREET Brooklyn,Brooklyn,76
602,2014,567 WYONA STREET Brooklyn,Brooklyn,4
603,2014,4417 3 AVENUE Bronx,Bronx,4
604,2014,2070 ARTHUR AVENUE Bronx,Bronx,27
605,2014,789 ASTOR AVENUE Bronx,Bronx,73
606,2014,3210 BAINBRIDGE AVENUE Bronx,Bronx,7
607,2014,1489 BEACH AVENUE Bronx,Bronx,5
608,2014,2350 BEAUMONT AVENUE Bronx,Bronx,30
609,2014,2409 BEAUMONT AVENUE Bronx,Bronx,23
610,2014,1485 BRYANT AVENUE Bronx,Bronx,3
611,2014,349 CONCORD AVENUE Bronx,Bronx,3
612,2014,2264 CRESTON AVENUE Bronx,Bronx,60
613,2014,2166 CROTONA AVENUE Bronx,Bronx,3
614,2014,3230 CRUGER AVENUE Bronx,Bronx,79
615,2014,2490 DAVIDSON AVENUE Bronx,Bronx,36
616,2014,1656 DR M L KING JR BOULEVARD Bronx,Bronx,19
617,2014,702FRONT EAGLE AVENUE Bronx,Bronx,7
618,2014,743 EAST 136 STREET Bronx,Bronx,6
619,2014,805 EAST 156 STREET Bronx,Bronx,4
620,2014,771 EAST 169 STREET Bronx,Bronx,3
621,2014,54 EAST 179 STREET Bronx,Bronx,27
622,2014,722 EAST 181 STREET Bronx,Bronx,3
623,2014,861 EAST 181 STREET Bronx,Bronx,12
624,2014,822 EAST 220 STREET Bronx,Bronx,3
625,2014,812 EAST 223 STREET Bronx,Bronx,4
626,2014,750 EAST 224 STREET Bronx,Bronx,3
627,2014,1133 EAST 224 STREET Bronx,Bronx,3
628,2014,1118 EAST 225 STREET Bronx,Bronx,3
629,2014,730 EAST 227 STREET Bronx,Bronx,3
630,2014,1359 FINDLAY AVENUE Bronx,Bronx,11
631,2014,3347 FISH AVENUE Bronx,Bronx,4
632,2014,1253 FRANKLIN AVENUE Bronx,Bronx,37
633,2014,4359 FURMAN AVENUE Bronx,Bronx,23
634,2014,2262 HUGHES AVENUE Bronx,Bronx,3
635,2014,766 JACKSON AVENUE Bronx,Bronx,3
636,2014,1465 JESUP AVENUE Bronx,Bronx,55
637,2014,1545 LELAND AVENUE Bronx,Bronx,3
638,2014,833 LONGFELLOW AVENUE Bronx,Bronx,26
639,2014,636 MANIDA STREET Bronx,Bronx,3
640,2014,4459 MATILDA AVENUE Bronx,Bronx,22
641,2014,1265 MORRISON AVENUE Bronx,Bronx,59
642,2014,31 MT HOPE PLACE Bronx,Bronx,26
643,2014,1026 OLD KINGSBRIDGE ROAD Bronx,Bronx,3
644,2014,4683 PARK AVENUE Bronx,Bronx,8
645,2014,716 PENFIELD STREET Bronx,Bronx,7
646,2014,1790 PROSPECT AVENUE Bronx,Bronx,4
647,2014,1027 REV JAMES POLITE AVENUE Bronx,Bronx,3
648,2014,2234 RYER AVENUE Bronx,Bronx,21
649,2014,1632 TAYLOR AVENUE Bronx,Bronx,4
650,2014,1059 TELLER AVENUE Bronx,Bronx,3
651,2014,3094 VILLA AVENUE Bronx,Bronx,15
652,2014,3660 WALDO AVENUE Bronx,Bronx,87
653,2014,1292 WASHINGTON AVENUE Bronx,Bronx,30
654,2014,2031 WEBSTER AVENUE Bronx,Bronx,30
655,2014,1140 WHEELER AVENUE Bronx,Bronx,4
656,2014,4769 WHITE PLAINS ROAD Bronx,Bronx,61
657,2014,4400 WICKHAM AVENUE Bronx,Bronx,23
658,2014,3855 10 AVENUE Manhattan,Manhattan,23
659,2014,127 EAST 102 STREET Manhattan,Manhattan,28
660,2014,185 EAST 117 STREET Manhattan,Manhattan,4
661,2014,180 EDGECOMBE AVENUE Manhattan,Manhattan,43
662,2014,211 EDGECOMBE AVENUE Manhattan,Manhattan,36
663,2014,108 ELLWOOD STREET Manhattan,Manhattan,26
664,2014,99 MARBLE HILL AVENUE Manhattan,Manhattan,56
665,2014,92 NAGLE AVENUE Manhattan,Manhattan,67
666,2014,590 RIVERSIDE DRIVE Manhattan,Manhattan,40
667,2014,684 RIVERSIDE DRIVE Manhattan,Manhattan,37
668,2014,128 SEAMAN AVENUE Manhattan,Manhattan,24
669,2014,348 ST NICHOLAS AVENUE Manhattan,Manhattan,10
670,2014,205 WEST 107 STREET Manhattan,Manhattan,14
671,2014,158 WEST 132 STREET Manhattan,Manhattan,10
672,2014,545 WEST 144 STREET Manhattan,Manhattan,20
673,2014,277 WEST 150 STREET Manhattan,Manhattan,20
674,2014,454 WEST 152 STREET Manhattan,Manhattan,21
675,2014,609 WEST 180 STREET Manhattan,Manhattan,21
676,2014,712 WEST 180 STREET Manhattan,Manhattan,21
677,2014,87-45 115 STREET Queens,Queens,3
678,2014,87-75 148 STREET Queens,Queens,6
679,2014,67-26 78 STREET Queens,Queens,12
680,2014,26-11 96 STREET Queens,Queens,4
681,2014,157 BEACH 26 STREET Queens,Queens,3
682,2014,455 BEACH 36 STREET Queens,Queens,4
683,2014,1734 BLEECKER STREET Queens,Queens,6
684,2014,32-31 GREENPOINT AVENUE Queens,Queens,4
685,2014,20-20 MENAHAN STREET Queens,Queens,3
686,2014,88-22 PARSONS BOULEVARD Queens,Queens,37
687,2013,2026 2 AVENUE Manhattan,Manhattan,6
688,2013,2167 ADAM C POWELL BOULEVARD Manhattan,Manhattan,54
689,2013,2516 ADAM C POWELL BOULEVARD Manhattan,Manhattan,21
690,2013,1646 AMSTERDAM AVENUE Manhattan,Manhattan,8
691,2013,1985 AMSTERDAM AVENUE Manhattan,Manhattan,22
692,2013,9 CABRINI BOULEVARD Manhattan,Manhattan,35
693,2013,114 EAST 1 STREET Manhattan,Manhattan,33
694,2013,408 EAST 120 STREET Manhattan,Manhattan,4
695,2013,226 FT WASHINGTON AVENUE Manhattan,Manhattan,22
696,2013,121 HENRY STREET Manhattan,Manhattan,20
697,2013,2 JUMEL TERRACE Manhattan,Manhattan,25
698,2013,992 ST NICHOLAS AVENUE Manhattan,Manhattan,28
699,2013,1238 ST NICHOLAS AVENUE Manhattan,Manhattan,40
700,2013,1534 ST NICHOLAS AVENUE Manhattan,Manhattan,28
701,2013,77 WEST 119 STREET Manhattan,Manhattan,4
702,2013,160 WEST 121 STREET Manhattan,Manhattan,11
703,2013,162 WEST 132 STREET Manhattan,Manhattan,12
704,2013,496 WEST 133 STREET Manhattan,Manhattan,15
705,2013,273 WEST 138 STREET Manhattan,Manhattan,6
706,2013,133 WEST 145 STREET Manhattan,Manhattan,29
707,2013,501 WEST 150 STREET Manhattan,Manhattan,4
708,2013,516 WEST 156 STREET Manhattan,Manhattan,22
709,2013,534 WEST 178 STREET Manhattan,Manhattan,21
710,2013,560 WEST 184 STREET Manhattan,Manhattan,21
711,2013,2160 ANTHONY AVENUE Bronx,Bronx,39
712,2013,1472 BEACH AVENUE Bronx,Bronx,30
713,2013,1045 BOYNTON AVENUE Bronx,Bronx,20
714,2013,1384 BRISTOW STREET Bronx,Bronx,21
715,2013,105 CLARKE PLACE EAST Bronx,Bronx,67
716,2013,1259 CLAY AVENUE Bronx,Bronx,53
717,2013,1308 CLAY AVENUE Bronx,Bronx,3
718,2013,1042 COLLEGE AVENUE Bronx,Bronx,3
719,2013,1230 COLLEGE AVENUE Bronx,Bronx,4
720,2013,3631 CORLEAR AVENUE Bronx,Bronx,4
721,2013,828 COURTLANDT AVENUE Bronx,Bronx,16
722,2013,1985 CRESTON AVENUE Bronx,Bronx,41
723,2013,1479 CROMWELL AVENUE Bronx,Bronx,72
724,2013,2068 CROTONA PARKWAY Bronx,Bronx,8
725,2013,1950 DALY AVENUE Bronx,Bronx,56
726,2013,459 EAST 135 STREET Bronx,Bronx,10
727,2013,585 EAST 137 STREET Bronx,Bronx,17
728,2013,343 EAST 138 STREET Bronx,Bronx,9
729,2013,539 EAST 147 STREET Bronx,Bronx,11
730,2013,541 EAST 147 STREET Bronx,Bronx,10
731,2013,555 EAST 169 STREET Bronx,Bronx,18
732,2013,1725 EAST 172 STREET Bronx,Bronx,5
733,2013,878 EAST 176 STREET Bronx,Bronx,21
734,2013,490 EAST 184 STREET Bronx,Bronx,16
735,2013,265 EAST 194 STREET Bronx,Bronx,26
736,2013,15 EAST 199 STREET Bronx,Bronx,31
737,2013,246 EAST 199 STREET Bronx,Bronx,47
738,2013,720 EAST 216 STREET Bronx,Bronx,3
739,2013,709 FAIRMOUNT PLACE Bronx,Bronx,61
740,2013,1122 FOX STREET Bronx,Bronx,4
741,2013,1930 GRAND CONCOURSE Bronx,Bronx,62
742,2013,900 HOE AVENUE Bronx,Bronx,46
743,2013,1070 INTERVALE AVENUE Bronx,Bronx,3
744,2013,755 JACKSON AVENUE Bronx,Bronx,11
745,2013,787 JENNINGS STREET Bronx,Bronx,3
746,2013,1888 LACOMBE AVENUE Bronx,Bronx,4
747,2013,2006 LAFONTAINE AVENUE Bronx,Bronx,3
748,2013,1445 LELAND AVENUE Bronx,Bronx,4
749,2013,1459 LELAND AVENUE Bronx,Bronx,4
750,2013,4379 MATILDA AVENUE Bronx,Bronx,7
751,2013,562 MORRIS AVENUE Bronx,Bronx,20
752,2013,1417 NEEDHAM AVENUE Bronx,Bronx,3
753,2013,1667 NELSON AVENUE Bronx,Bronx,9
754,2013,919 PROSPECT AVENUE Bronx,Bronx,31
755,2013,4318 RICHARDSON AVENUE Bronx,Bronx,7
756,2013,3515 ROCHAMBEAU AVENUE Bronx,Bronx,36
757,2013,977 SACKETT AVENUE Bronx,Bronx,3
